review_id,review,rating,time,aspect_index,topic,problem,sentiment,aspect,modified_flag,company,data_source
faf97922-45a7-47cb-bc35-0385b5aabd93,does the bare minimum  which is play music the ui is  has been terrible offline mode is a mess  if i try searching for anything offline the app will freeze the shuffle algo is not very good either ill probably stick around for the rest of the year but if nothing changes  i wont have a reason to continue my subscription,2,2/22/2025 10:11,faf97922-45a7-47cb-bc35-0385b5aabd93_1_b6b57d63,other,the user interface is terrible,negative,user interface issues,False,YouTube Music,Android
c83e0e53-fc12-4dc9-ba07-218080fcb444,this app prides itself on making it more and more hostile to casual users if youre looking for a spotify alternative and pay the subscription youre probably fine but if you just want to buy your songs and listen to what you bought youre shoveled ads for the subscription out the wazoo and after you select one of your purchased songs itll divert you to the streaming,1,12/31/2024 2:52,c83e0e53-fc12-4dc9-ba07-218080fcb444_1_a56d86cc,other,hostile to casual users,negative,user experience issues,False,Amazon Music,Android
79f26e04-131c-4ccc-844a-b0167f9eea33,its a wonderful app and ive been using it for as long as i can remember  and its the most convenient way for me to listen to my music while i do homework  clean  cook  whatever as of lately however  i cant play my music and its more inconvenient than it is helpful the issue is i will try to play a song  and it will either freeze and wont play  or it will play the first 912 seconds then stop im mostly upset because i have all of my music downloaded  but ive found the only way to fix this is to exit the app and it will autopause  then it will work but its tedious doing this for every single song  some of which wont even play i dont know what happened but since about a week and a half ago its been a hassle to listen to music ,5,2/26/2022 5:52,79f26e04-131c-4ccc-844a-b0167f9eea33_1_9adfca64,performance,the app freezes and won't play music or plays only a few seconds then stops,negative,music playback issues,False,Spotify,IOS
871a398e-f579-4d24-afbb-51059faf9ce2,this app is great and has a great selection of music  podcasts  audiobooks  and other audio  but it cant shuffle to save its life if they got the shuffling fixed it would be a 5 star app so close dropped another star because the family plan only allows audio book access to the account holdermanager  thats just greedy,3,2/25/2025 5:13,871a398e-f579-4d24-afbb-51059faf9ce2_1_f3894549,functionality,it cant shuffle to save its life,negative,shuffling functionality,False,Spotify,Android
42372b6f-171c-4f61-828d-c94b4a7eac78,ok  let me make myself clear this app has the potential to be amazing the problem ive been having is that ill make a new playlist  go to listen to it  and instead of playing the songs i selected  it will play random songs this on its own would be annoying  but theres more it wont let you skip unless you pay for premium  and im broke and cant waste money on that when i dont care about ads or playing a specific song first this will also randomly happen while playing any playlist  but after the song finishes a song i picked will play if you made it this far  thank you for reading  and please fix this  i just want to listen to the music i picked  not the stuff your algorithm thinks ill like,5,8/18/2019 18:41,42372b6f-171c-4f61-828d-c94b4a7eac78_1_eab1974d,functionality,The app plays random songs instead of selected songs.,negative,playlist functionality,False,Spotify,IOS
1a7b76be-03e7-4c46-9ece-1d7a8288e329,google nuked their podcast app that worked fine and forced it onto yt music hardly ever plays correctly  if you skip ahead or back in an episode it just freezes and wont do anything at all regardless of hard refreshing the app its been a persistent problem for months now its literally just gotten worse,1,2/13/2025 21:43,1a7b76be-03e7-4c46-9ece-1d7a8288e329_1_24204b2a,performance,the app freezes when skipping ahead or back in an episode,negative,app performance issues,False,YouTube Music,Android
a9eee38c-6f82-4c88-95d2-22f892b1b6f2,who thought it was a good idea to require the screen to be on  and that this app needs to be open to listen to music on the free version on the free trial i was thinking about switching from spotify but im starting tothink this sealed the deal to keep me using spotify,3,2/21/2025 22:22,a9eee38c-6f82-4c88-95d2-22f892b1b6f2_1_7091ef47,functionality,app needs to be open to listen to music on the free version,negative,free version limitations,False,YouTube Music,Android
a174927b-155e-4858-a7b6-8438ff3712aa,cannot organize music various albums of music stored under the wrong artist songs are constantly being removed  so you have to redownload them if you delete the app due to a bug  it removes all your music from the device  but it shows the songs are still in the library the only reason i use this app is because of amazon prime  some music that isnt available anywhere else i wouldnt recommend it otherwise,1,1/24/2025 3:13,a174927b-155e-4858-a7b6-8438ff3712aa_1_4e59e965,functionality,cannot organize music under the wrong artist,negative,music organization issues,False,Amazon Music,Android
a174927b-155e-4858-a7b6-8438ff3712aa,cannot organize music various albums of music stored under the wrong artist songs are constantly being removed  so you have to redownload them if you delete the app due to a bug  it removes all your music from the device  but it shows the songs are still in the library the only reason i use this app is because of amazon prime  some music that isnt available anywhere else i wouldnt recommend it otherwise,1,1/24/2025 3:13,a174927b-155e-4858-a7b6-8438ff3712aa_2_8e90410f,other,songs are constantly being removed,negative,song availability problems,False,Amazon Music,Android
95f6a7a4-1a4a-45ef-a1ca-de396cce8379,ive used the unlimited music for close to ten years without issue until the last few months the app continuously gives me errors during listening and when attempting to switch songs it also will shut down randomly ive uninstalled and reinstalled and followed all of the options provided by customer support the issue remains i opened an account with another provider and their app works seamlessly alot like amazon used to i cannot continue to pay for a service that doesnt work,1,2/24/2025 18:13,95f6a7a4-1a4a-45ef-a1ca-de396cce8379_1_0c0646cb,performance,the app continuously gives errors during listening,negative,app performance issues,False,Amazon Music,Android
95f6a7a4-1a4a-45ef-a1ca-de396cce8379,ive used the unlimited music for close to ten years without issue until the last few months the app continuously gives me errors during listening and when attempting to switch songs it also will shut down randomly ive uninstalled and reinstalled and followed all of the options provided by customer support the issue remains i opened an account with another provider and their app works seamlessly alot like amazon used to i cannot continue to pay for a service that doesnt work,1,2/24/2025 18:13,95f6a7a4-1a4a-45ef-a1ca-de396cce8379_2_d6d25870,customer_service,shuts down randomly,negative,customer support effectiveness,False,Amazon Music,Android
4e7a36ef-0072-4450-856f-44dd45fa6d65,i have a lot of downloaded music that i paid for and i cannot play offline this is unacceptable what sort of garbage music app does not let you download and play music offline have the developers never been on an airplane  or out of cellwifi service i wish i could get all of my money back for all of the music i have purchased,1,2/21/2025 15:58,4e7a36ef-0072-4450-856f-44dd45fa6d65_1_5b1d53a0,functionality,cannot play downloaded music offline,negative,offline listening capability,False,Amazon Music,Android
2103f428-b0ea-47c1-9d93-ab7eab4ea545,not great on android auto tracks start to play then the sound cuts out around 510 seconds in to it  pausing and then playing the track brings the sound back artwork also regularly fails to load fix this apple and youll get the extra 2 i dropped,3,2/18/2025 22:34,2103f428-b0ea-47c1-9d93-ab7eab4ea545_1_58d284ce,functionality,sound cuts out during playback,negative,audio playback issues,False,Apple Music,Android
892a6ed9-fa49-4453-bbac-891668959c24,youtube premium music is the best app i have ever used and i have been with youtube premium for years and have never had a regret  thats right and this is my first app listend and never missed a small monthly bill for that small 12 mth it makes 99 of song clips and shows you what your playing ill be dead the day i dont have it you must have,5,2/21/2025 7:42,892a6ed9-fa49-4453-bbac-891668959c24_1_a737dc0b,other,N/A,Positive,N/A,False,YouTube Music,Android
2cc0aa5b-a858-4e7e-b70a-e16e3a150302,when i first downloaded the app i loved it because i could make my own playlists and it was always recommending me new music and artist and was always up to date when artist released new music  however ive had the app for a couple of years and i noticed that it started to say song unavailable and at first it was a couple of songs and i thought it got removed because some were songs i hadnt listened to in a while  however today i go on the app to listen to music and over half of my playlist with songs says song unavailable and when i tried to remove it and re add the song it wouldnt allow me to do so im sad because i love this app  but i heard it happened to people with a premium account as well  so unfortunately i have to find another app to listen to music on in the meantime please fix this,2,7/23/2020 14:21,2cc0aa5b-a858-4e7e-b70a-e16e3a150302_1_282c2efc,functionality,over half of my playlist with songs says song unavailable,negative,playlist availability issue,False,YouTube Music,IOS
2cc0aa5b-a858-4e7e-b70a-e16e3a150302,when i first downloaded the app i loved it because i could make my own playlists and it was always recommending me new music and artist and was always up to date when artist released new music  however ive had the app for a couple of years and i noticed that it started to say song unavailable and at first it was a couple of songs and i thought it got removed because some were songs i hadnt listened to in a while  however today i go on the app to listen to music and over half of my playlist with songs says song unavailable and when i tried to remove it and re add the song it wouldnt allow me to do so im sad because i love this app  but i heard it happened to people with a premium account as well  so unfortunately i have to find another app to listen to music on in the meantime please fix this,2,7/23/2020 14:21,2cc0aa5b-a858-4e7e-b70a-e16e3a150302_2_170a6511,other,couldn't remove and re-add songs,negative,song removal functionality,False,YouTube Music,IOS
345650a6-4c1e-497f-b28a-544769168a7a,cannot turn off display while playing am i watching video to keep the display on,1,2/25/2025 8:45,345650a6-4c1e-497f-b28a-544769168a7a_1_3e7ce944,functionality,cannot turn off display while playing video,negative,display control issue,False,YouTube Music,Android
0aae7308-32c9-4a0d-bab4-35c553a52c91,i am still learning about the features,5,2/23/2025 23:21,0aae7308-32c9-4a0d-bab4-35c553a52c91_1_c9b3a3d7,other,still learning about the features,neutral,learning curve of features,False,YouTube Music,Android
15164e13-fd62-41ac-a999-ea9dba51abf7,i really like apple music its a good app but theres one thing that bothers me i have a 25 hour playlist with so many different songs  when i shuffle the same songs always keep playing and its annoying because if i want to listen to a different song i have to go down and look for it because itll never show up in the queue please fix this  other than that the app works fine,4,5/31/2023 12:29,15164e13-fd62-41ac-a999-ea9dba51abf7_1_cfd71271,functionality,shuffling songs in playlist doesn't work properly,neutral,playlist shuffling issue,False,Apple Music,IOS
82dfa05d-a1d1-403a-bc61-903f750da7ce,not as good as it used to be song recommendations are outthere if they even recommend anything new at all thats based on your actual taste i would describe this app as being a glorified landing page for 2 categories what youve listened to in the past month and current overplayed payola hits idk what happened but this app used to be great for finding new music based on your personal taste,1,1/7/2025 12:20,82dfa05d-a1d1-403a-bc61-903f750da7ce_1_155ef4c0,recommendation_system,song recommendations are out there if they even recommend anything new at all,negative,song recommendation system,False,YouTube Music,Android
624e99b4-71bf-467b-8582-80edac7525bc,after the last update it doesnt remember the last albumplaylist page i opened while listening to music after a while it just resets to library page however the music continues to play,5,2/1/2025 6:34,624e99b4-71bf-467b-8582-80edac7525bc_1_2bd152f1,functionality,doesn't remember the last album/playlist page,negative,memory of last used page,False,Apple Music,Android
ee398b8c-f246-4cb3-9e84-fe740d708c9d,i tried it once but the free trial thing keeped popping up i didnt have time to but it so i wrote this review its a really bad app and i took this review out if my time and i really need this to keep my 2 year old and newborn quiet in the car please fix thisi also have a 12 year old that loves kpop and i let her use this until her iphone arrives please schedule time in to fix this i really do not recommend i keep my music in the background so i can check emails while my babies listen to music please fix   from a working mom,3,10/9/2020 2:13,ee398b8c-f246-4cb3-9e84-fe740d708c9d_1_af0e4538,other,the free trial keeps popping up,negative,user experience issues,False,YouTube Music,IOS
ddb305f2-7693-400a-be4d-9827688e30b2,pretty much useless to try and use it with android auto the app has been terrible for a long time but specially now it doesnt auto download podcast even when that option is checked it doesnt auto delete watched episodes even if that option is checked it wont auto play oldest to most recent podcast always seems to bring up some random undownloaded podcast from 6 months ago that ive already listened to basically theres no good option for handsfree use,1,2/19/2025 20:05,ddb305f2-7693-400a-be4d-9827688e30b2_1_41cb1a70,functionality,the app has been terrible for a long time,negative,app functionality issues,False,Spotify,Android
47b7ab01-dbdc-466b-8582-014d69f1bbc8,ive been using calm since the start of my meditation journey around 4 years ago it is an incredible tool to have in my back pocket as a supplement to daytoday life  it brings grounding  peace  and it helps me tap into my own sense of security   since my first interaction with the app  there has been so much refinement the content is more organized  adaptable  and influential it is inclusive to a large scope of ages  and there are so many unique voices that this platform holds i appreciate the racial and cultural inclusivity that it brings into the hands of its users as well its really refreshing to work with a platform where i feel seen  and to know that others are being acknowledged in the same way  besides the daily practices  the music and soundscapes are my favorite aspects of the app i look forward to participating on this platform as its evolution continues grateful for calm ,5,8/18/2023 19:10,47b7ab01-dbdc-466b-8582-014d69f1bbc8_1_71e03daa,other,N/A,Positive,N/A,False,Amazon Music,IOS
54654e7c-43ad-4cbc-b515-a4783d5b484c,i love your show i happened to find it a few years ago while you were highlighting assata shakuri listened because i love her i stayed and will never leave because i love how down to earth tazzy isand how she says like dat and how animated marah gets when shes into it you two are hilariousi usually listen in the car while i pick up or drop my son to school now he will sit in the car waiting to see what happenedor blurt out how stupid a murderess was for something hes investedhope this is good parenting because im not stopping lol i share this with all my clients ever got a facial listening to the details of a murder my clients have anywho  kudos to you two and so proud to see how much youve grown and thanks for staying true to yourselves and your brand throughout your elevation delisicia from detroit,5,2/7/2025 23:01,54654e7c-43ad-4cbc-b515-a4783d5b484c_1_19d5e668,other,N/A,Positive,N/A,False,Spotify,IOS
0a4a7d72-ab2f-4097-9dae-7389c09e93bb,waste of time to use this unless you are attached to the internet it no longer allows you to download unless you upgrade  11 bucks plus tax per month who wants to be tethered all of the time might be fine for a phone  but not a tablet and if youre on the internet theft are better sources,1,2/3/2025 6:53,0a4a7d72-ab2f-4097-9dae-7389c09e93bb_1_ec2e4b35,functionality,no longer allows you to download unless you upgrade,negative,download limitations due to upgrade requirement,False,Amazon Music,Android
98e3bdf1-d45f-464f-9f98-7f5ccdd1458d,i like using this app its affordable if me and works well for my taste as far as navigating the app its not difficult i just think if they did an update and changed it so that new songs that i add to my playlist show at the top instead of the bottom it takes a while to scroll when i have so many songs,5,5/23/2024 14:07,98e3bdf1-d45f-464f-9f98-7f5ccdd1458d_1_6d645455,functionality,new songs added to playlist show at the bottom instead of the top,neutral,playlist organization feature,False,YouTube Music,IOS
0c6f436a-7bb8-4afd-a93b-3f6374e5640f,jumped amazon music because of the bugs and requirement to pay more money and it became buggy  now this is just as buggy and stops connecting randomly cleared all cookies and cache and i still cant play certain songs its like it freezes and i have to shut down the app and force close it running in the background highly inconvenient please fix,2,10/9/2024 23:10,0c6f436a-7bb8-4afd-a93b-3f6374e5640f_1_40bca93c,performance,app becomes buggy and stops connecting randomly,negative,app performance issues,False,Apple Music,Android
1091f64f-7f18-4106-ae5e-61f7612d198d,im paying for a full subscription and this is the second month where im unable to play any songsthe play button just does not react and there is no easy way to report the issue,1,12/22/2024 0:36,1091f64f-7f18-4106-ae5e-61f7612d198d_1_8e25192a,functionality,unable to play any songs,negative,subscription functionality,False,Apple Music,Android
cde1e20b-d2f8-4b48-82b3-6776b51d78e5,just loving this app amazing guidance and training in meditation ive tried other apps and they just are not the same i havent though twice about paying for this app so many options for meditating to focus on what may be currently bothering you amazing for mental health too mindfulness and meditation are one of the keys to a good life and this app has showed me how its changed my life i cant wait to meditate everyday with calm   plus you have the bonus sleep sessions have trouble sleeping this app also focuses on that with many different options to choose from suiting every preference   hands down the best mindful meditation and sleep app out there,5,5/28/2018 17:21,cde1e20b-d2f8-4b48-82b3-6776b51d78e5_1_31ac829a,other,N/A,Positive,N/A,False,Amazon Music,IOS
dee2566c-cffc-436f-bce6-29b0088a0558,add way more advertising so i can listen in the background of me browsing my phone every other music streaming platform has background listening except this one its nuiancing to be glued to the inside of an app and then you just want to respond to a text message and cant because you know youre bossa nova vibe is going to stop playing ugh so annoying and honestly the mixtape is the same music over and over of songs i liked and not songs to discover,5,9/20/2019 13:37,dee2566c-cffc-436f-bce6-29b0088a0558_1_0ad18ba4,functionality,background listening is not available,negative,background listening feature,False,YouTube Music,IOS
dee2566c-cffc-436f-bce6-29b0088a0558,add way more advertising so i can listen in the background of me browsing my phone every other music streaming platform has background listening except this one its nuiancing to be glued to the inside of an app and then you just want to respond to a text message and cant because you know youre bossa nova vibe is going to stop playing ugh so annoying and honestly the mixtape is the same music over and over of songs i liked and not songs to discover,5,9/20/2019 13:37,dee2566c-cffc-436f-bce6-29b0088a0558_2_765d8107,other,limited music discovery options,negative,music discovery experience,False,YouTube Music,IOS
3a416354-1326-4816-8e54-9be65636f7eb,one star review because its bad about letting you listen to new music right when it drops ttpd now also 1989 tv  but they did much better with eternal sunshine love the sound quality  the replay playlist  and the general layout of this app i only dont enjoy how glitchy it gets sometimes  even with music ive downloaded ive had cases where im driving and just the music goes out  and there are no issues using other functions on my phone so i do wish it was more reliable,1,4/19/2024 4:13,3a416354-1326-4816-8e54-9be65636f7eb_1_2ece141c,performance,how glitchy it gets sometimes,neutral,app reliability issues,False,Apple Music,Android
